corename,latitude,longitude,species,d18oc,reference,doi,subspecies,foram,t_annual,gridlat,gridlon,griddistance,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,t_seasonal,d18osw
GIK13532-2,20.98,-17.88,G. bulloides,-0.68,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.425945281982422,20.5,-17.5,66.48364540291404,1,1,1,1,1,1,1,1,1,1,1,1,19.425945281982422,0.9435458183288574
GIK15632-1,28.91,-11.7,G. bulloides,-0.49,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.36009407043457,29.5,-11.5,68.49293665672168,1,1,1,1,1,1,1,1,1,1,1,1,19.36009407043457,1.09347665309906
GIK13530-1,21.0,-17.73,G. bulloides,-0.32,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,18.97853660583496,21.5,-17.5,60.5590645489406,1,1,1,1,1,1,1,1,1,1,1,1,18.97853660583496,1.0033361911773682
GIK15634-1,28.26,-13.4,G. bulloides,-0.28,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.642168045043945,27.5,-13.5,85.17246167059781,1,1,1,1,1,1,1,1,1,1,1,1,19.642168045043945,1.1157982349395752
GIK15638-2,32.21,-10.45,G. bulloides,-0.73,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.44171714782715,32.5,-10.5,32.62322175312799,1,1,1,1,1,1,1,1,1,1,1,1,19.44171714782715,1.066870927810669
GIK15669-2,34.89,-7.82,G. bulloides,0.24,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.817556381225586,34.5,-7.5,52.36995878594823,1,1,1,1,1,1,1,1,1,1,1,1,19.817556381225586,1.0162400007247925
GIK15664-1,34.93,-6.93,G. bulloides,0.13,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.817556381225586,34.5,-7.5,70.792526705924,1,1,1,1,1,1,1,1,1,1,1,1,19.817556381225586,1.0162400007247925
GIK15663-1,34.92,-6.85,G. bulloides,0.02,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,18.755407333374023,35.5,-6.5,71.98593466321849,1,1,1,1,1,1,1,1,1,1,1,1,18.755407333374023,0.9087281823158264
GIK15658-1,34.89,-6.7,G. bulloides,0.13,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,18.755407333374023,35.5,-6.5,70.29961526704243,1,1,1,1,1,1,1,1,1,1,1,1,18.755407333374023,0.9087281823158264
GIK15657-1,34.89,-6.67,G. bulloides,0.18,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,18.755407333374023,35.5,-6.5,69.6432477646189,1,1,1,1,1,1,1,1,1,1,1,1,18.755407333374023,0.9087281823158264
GIK15654-1,34.87,-6.63,G. bulloides,-0.17,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,18.755407333374023,35.5,-6.5,71.121239378986,1,1,1,1,1,1,1,1,1,1,1,1,18.755407333374023,0.9087281823158264
GIK15652-2,34.87,-6.58,G. bulloides,0.05,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,18.755407333374023,35.5,-6.5,70.50759232635042,1,1,1,1,1,1,1,1,1,1,1,1,18.755407333374023,0.9087281823158264
GIK15648-1,32.37,-9.65,G. bulloides,-0.25,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.5218505859375,32.5,-9.5,20.199973492534756,1,1,1,1,1,1,1,1,1,1,1,1,19.5218505859375,1.066870927810669
GIK15647-1,32.38,-9.77,G. bulloides,-0.54,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.5218505859375,32.5,-9.5,28.668477563083155,1,1,1,1,1,1,1,1,1,1,1,1,19.5218505859375,1.066870927810669
GIK15646-1,32.38,-9.78,G. bulloides,-0.39,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.5218505859375,32.5,-9.5,29.50298455295707,1,1,1,1,1,1,1,1,1,1,1,1,19.5218505859375,1.066870927810669
GIK15645-1,32.39,-9.8,G. bulloides,-0.59,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.5218505859375,32.5,-9.5,30.72818286194093,1,1,1,1,1,1,1,1,1,1,1,1,19.5218505859375,1.066870927810669
GIK15644-1,32.4,-9.81,G. bulloides,-0.65,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.5218505859375,32.5,-9.5,31.175925129168995,1,1,1,1,1,1,1,1,1,1,1,1,19.5218505859375,1.066870927810669
GIK15643-1,32.4,-9.82,G. bulloides,-0.81,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.5218505859375,32.5,-9.5,32.05513122640814,1,1,1,1,1,1,1,1,1,1,1,1,19.5218505859375,1.066870927810669
GIK15642-1,32.41,-9.85,G. bulloides,-0.4,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.5218505859375,32.5,-9.5,34.36910364514329,1,1,1,1,1,1,1,1,1,1,1,1,19.5218505859375,1.066870927810669
GIK15641-2,32.43,-9.87,G. bulloides,-0.4,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.5218505859375,32.5,-9.5,35.61416552051759,1,1,1,1,1,1,1,1,1,1,1,1,19.5218505859375,1.066870927810669
GIK15640-1,32.45,-9.96,G. bulloides,-0.66,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.5218505859375,32.5,-9.5,43.55649074036722,1,1,1,1,1,1,1,1,1,1,1,1,19.5218505859375,1.066870927810669
GIK15639-1,32.49,-10.11,G. bulloides,-0.45,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.44171714782715,32.5,-10.5,36.63438507787079,1,1,1,1,1,1,1,1,1,1,1,1,19.44171714782715,1.066870927810669
GIK15635-2,27.2,-14.66,G. bulloides,-0.86,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,20.164793014526367,27.5,-14.5,36.95340719929555,1,1,1,1,1,1,1,1,1,1,1,1,20.164793014526367,1.1291990280151367
88.17,35.41,-29.42,G. bulloides,0.7,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,20.255922317504883,35.5,-29.5,12.369275224624888,1,1,1,1,1,1,1,1,1,1,1,1,20.255922317504883,1.0098369121551514
GIK13529-1,20.99,-17.7,G. bulloides,-0.2,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.425945281982422,20.5,-17.5,58.38483872990325,1,1,1,1,1,1,1,1,1,1,1,1,19.425945281982422,0.9435458183288574
GIK13527-1,20.99,-17.66,G. bulloides,0.11,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.425945281982422,20.5,-17.5,57.03276432206778,1,1,1,1,1,1,1,1,1,1,1,1,19.425945281982422,0.9435458183288574
GIK13222-1,12.54,-17.59,G. bulloides,-1.46,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,25.17075538635254,12.5,-17.5,10.746424146637013,1,1,1,1,1,1,1,1,1,1,1,1,25.17075538635254,0.7246462106704712
GIK13220-1,12.54,-17.56,G. bulloides,-0.96,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,25.17075538635254,12.5,-17.5,7.895700656291087,1,1,1,1,1,1,1,1,1,1,1,1,25.17075538635254,0.7246462106704712
GIK12344-2,15.43,-17.34,G. bulloides,-0.8,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.044034957885742,15.5,-17.5,18.852067310391618,1,1,1,1,1,1,1,1,1,1,1,1,24.044034957885742,0.7644811272621155
GIK12343-1,15.4,-17.28,G. bulloides,-0.44,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.044034957885742,15.5,-17.5,26.09844475055355,1,1,1,1,1,1,1,1,1,1,1,1,24.044034957885742,0.7644811272621155
GIK12342-1,15.38,-17.25,G. bulloides,-0.16,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.044034957885742,15.5,-17.5,29.967480381375893,1,1,1,1,1,1,1,1,1,1,1,1,24.044034957885742,0.7644811272621155
GIK12341-2,15.38,-17.2,G. bulloides,-0.48,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.044034957885742,15.5,-17.5,34.85219128229604,1,1,1,1,1,1,1,1,1,1,1,1,24.044034957885742,0.7644811272621155
GIK12340-3,15.35,-17.19,G. bulloides,-0.51,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.044034957885742,15.5,-17.5,37.22153929816474,1,1,1,1,1,1,1,1,1,1,1,1,24.044034957885742,0.7644811272621155
GIK12339-2,15.34,-18.18,G. bulloides,-0.77,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.14947509765625,15.5,-18.5,38.68411884426193,1,1,1,1,1,1,1,1,1,1,1,1,24.14947509765625,0.7724467515945435
GIK12338-1,15.32,-17.06,G. bulloides,-0.56,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.044034957885742,15.5,-17.5,51.2950529376615,1,1,1,1,1,1,1,1,1,1,1,1,24.044034957885742,0.7644811272621155
GIK12328-1,21.15,-18.57,G. bulloides,-0.35,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,20.411151885986328,21.5,-18.5,39.63217185828871,1,1,1,1,1,1,1,1,1,1,1,1,20.411151885986328,1.0137790441513062
GIK12327-2,23.13,-17.74,G. bulloides,-0.54,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,20.08257484436035,23.5,-17.5,47.941883022819,1,1,1,1,1,1,1,1,1,1,1,1,20.08257484436035,1.1065651178359985
GIK12326-2,23.04,-17.41,G. bulloides,-0.4,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,20.08257484436035,23.5,-17.5,52.027366472789275,1,1,1,1,1,1,1,1,1,1,1,1,20.08257484436035,1.1065651178359985
GIK12325-4,22.99,-17.33,G. bulloides,-0.35,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.476106643676758,22.5,-17.5,57.270381208525386,1,1,1,1,1,1,1,1,1,1,1,1,19.476106643676758,1.0606310367584229
GIK12324-1,22.92,-17.22,G. bulloides,-0.16,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.476106643676758,22.5,-17.5,54.88769787981897,1,1,1,1,1,1,1,1,1,1,1,1,19.476106643676758,1.0606310367584229
GIK12323-1,22.91,-17.19,G. bulloides,-0.29,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.476106643676758,22.5,-17.5,55.64642279703849,1,1,1,1,1,1,1,1,1,1,1,1,19.476106643676758,1.0606310367584229
GIK12322-2,22.9,-17.16,G. bulloides,-0.21,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.476106643676758,22.5,-17.5,56.58514360053805,1,1,1,1,1,1,1,1,1,1,1,1,19.476106643676758,1.0606310367584229
GIK12317-1,22.86,-17.15,G. bulloides,-0.17,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.476106643676758,22.5,-17.5,53.83599222658381,1,1,1,1,1,1,1,1,1,1,1,1,19.476106643676758,1.0606310367584229
GIK13223-3,12.54,-17.6,G. bulloides,-1.07,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,25.17075538635254,12.5,-17.5,11.744105464121983,1,1,1,1,1,1,1,1,1,1,1,1,25.17075538635254,0.7246462106704712
GIK13528-2,20.99,-17.68,G. bulloides,-0.35,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,19.425945281982422,20.5,-17.5,57.67519400336056,1,1,1,1,1,1,1,1,1,1,1,1,19.425945281982422,0.9435458183288574
GIK13224-2,12.53,-17.62,G. bulloides,-1.24,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,25.17075538635254,12.5,-17.5,13.461751422175952,1,1,1,1,1,1,1,1,1,1,1,1,25.17075538635254,0.7246462106704712
GIK13231-1,14.12,-17.52,G. bulloides,-0.77,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.3394832611084,14.5,-17.5,42.35630257602131,1,1,1,1,1,1,1,1,1,1,1,1,24.3394832611084,0.7362132668495178
GIK13526-4,21.0,-17.62,G. bulloides,-0.39,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,18.97853660583496,21.5,-17.5,57.034976634553324,1,1,1,1,1,1,1,1,1,1,1,1,18.97853660583496,1.0033361911773682
GIK13329-2,19.37,-19.93,G. bulloides,-0.62,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,22.045568466186523,19.5,-19.5,47.402755390669405,1,1,1,1,1,1,1,1,1,1,1,1,22.045568466186523,0.9122494459152222
GIK13290-1,18.05,-18.07,G. bulloides,-0.78,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,22.234460830688477,18.5,-18.5,67.64103083927158,1,1,1,1,1,1,1,1,1,1,1,1,22.234460830688477,0.8533844947814941
GIK13289-1,18.08,-18.01,G. bulloides,-0.78,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,22.234460830688477,18.5,-18.5,69.77236103653938,1,1,1,1,1,1,1,1,1,1,1,1,22.234460830688477,0.8533844947814941
GIK13283-2,18.88,-16.74,G. bulloides,-0.16,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,21.374839782714844,18.5,-16.5,49.29379993588753,1,1,1,1,1,1,1,1,1,1,1,1,21.374839782714844,0.8308805227279663
GIK13282-1,18.84,-18.77,G. bulloides,0.15,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,22.234460830688477,18.5,-18.5,47.36359534007388,1,1,1,1,1,1,1,1,1,1,1,1,22.234460830688477,0.8533844947814941
GIK13280-1,18.73,-16.96,G. bulloides,0.14,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,21.374839782714844,18.5,-16.5,54.86790974948792,1,1,1,1,1,1,1,1,1,1,1,1,21.374839782714844,0.8308805227279663
GIK13279-3,18.75,-16.83,G. bulloides,-0.13,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,21.374839782714844,18.5,-16.5,44.56832894639356,1,1,1,1,1,1,1,1,1,1,1,1,21.374839782714844,0.8308805227279663
GIK13275-1,18.75,-16.83,G. bulloides,-0.09,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,21.374839782714844,18.5,-16.5,44.56832894639356,1,1,1,1,1,1,1,1,1,1,1,1,21.374839782714844,0.8308805227279663
GIK13273-1,18.77,-16.89,G. bulloides,-0.2,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,21.374839782714844,18.5,-16.5,50.94838728035674,1,1,1,1,1,1,1,1,1,1,1,1,21.374839782714844,0.8308805227279663
GIK13238-1,14.15,-17.87,G. bulloides,-1.09,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.3394832611084,14.5,-17.5,55.77286607699282,1,1,1,1,1,1,1,1,1,1,1,1,24.3394832611084,0.7618502378463745
GIK13237-1,14.14,-17.65,G. bulloides,-0.12,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.3394832611084,14.5,-17.5,43.21761652430984,1,1,1,1,1,1,1,1,1,1,1,1,24.3394832611084,0.7362132668495178
GIK13236-1,14.11,-17.6,G. bulloides,-0.47,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.3394832611084,14.5,-17.5,44.734481036192285,1,1,1,1,1,1,1,1,1,1,1,1,24.3394832611084,0.7362132668495178
GIK13235-2,14.11,-17.55,G. bulloides,-0.63,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.3394832611084,14.5,-17.5,43.748242336876416,1,1,1,1,1,1,1,1,1,1,1,1,24.3394832611084,0.7362132668495178
GIK13234-1,14.12,-17.54,G. bulloides,-1.23,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.3394832611084,14.5,-17.5,42.52079694246851,1,1,1,1,1,1,1,1,1,1,1,1,24.3394832611084,0.7362132668495178
GIK13233-1,14.12,-17.53,G. bulloides,-0.99,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.3394832611084,14.5,-17.5,42.424919406458464,1,1,1,1,1,1,1,1,1,1,1,1,24.3394832611084,0.7362132668495178
GIK13232-1,14.12,-17.52,G. bulloides,-0.76,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.3394832611084,14.5,-17.5,42.35630257602131,1,1,1,1,1,1,1,1,1,1,1,1,24.3394832611084,0.7362132668495178
GIK13230-1,14.13,-17.45,G. bulloides,-1.91,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,24.3394832611084,14.5,-17.5,41.53972428934725,1,1,1,1,1,1,1,1,1,1,1,1,24.3394832611084,0.7362132668495178
88.15,38.57,-25.03,G. bulloides,0.64,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,18.442792892456055,38.5,-25.5,41.661384919167304,1,1,1,1,1,1,1,1,1,1,1,1,18.442792892456055,0.8486621379852295
88.15,38.91,-25.02,G. bulloides,0.74,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,18.442792892456055,38.5,-25.5,61.820514410354924,1,1,1,1,1,1,1,1,1,1,1,1,18.442792892456055,0.8486621379852295
88.14,40.41,-25.75,G. bulloides,0.85,Waelbroeck et al (2005),10.1016/j.quascirev.2003.10.014,NA,G. bulloides,17.641008377075195,40.5,-25.5,23.42659277909826,1,1,1,1,1,1,1,1,1,1,1,1,17.641008377075195,0.794248104095459
GeoB10016-2 ,1.5965,96.660333,G. bulloides,-2.83,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.0150089263916,1.5,96.5,20.826004698125796,1,1,1,0,0,0,0,1,1,1,1,1,28.73956871032715,0.20435620844364166
SO189-139MC ,1.7596,96.7739,G. bulloides,-3.12,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.0150089263916,1.5,96.5,42.00036453064776,1,1,1,0,0,0,0,1,1,1,1,1,28.73956871032715,0.20435620844364166
SO189-64MC,1.9928,97.7903,G. bulloides,-3.35,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.107460021972656,1.5,98.5,96.15071676320284,1,1,1,0,0,0,1,1,1,1,0,1,28.91326332092285,0.20435620844364166
SO189-65MC,2.0489,97.7997,G. bulloides,-3.17,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.107460021972656,1.5,98.5,99.01938554142309,1,1,1,0,0,0,1,1,1,1,0,1,28.91326332092285,0.20435620844364166
SO189-101MC ,2.4871,97.1209,G. bulloides,-3.17,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.0150089263916,1.5,96.5,129.78918022150492,1,1,1,0,0,0,0,1,1,1,1,1,28.73956871032715,0.20435620844364166
SO189-97MC ,2.5634,96.7567,G. bulloides,-3.05,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.43959617614746,3.5,96.5,108.09495624044352,0,0,0,0,0,0,0,1,1,0,1,0,28.99669647216797,0.20435620844364166
SO189-69MC,2.5638,96.7573,G. bulloides,-3.09,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.43959617614746,3.5,96.5,108.06964119973689,0,0,0,0,0,0,0,1,1,0,1,0,28.99669647216797,0.20435620844364166
SO189-89MC ,2.7833,96.4163,G. bulloides,-3.24,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.43959617614746,3.5,96.5,80.32274540614469,0,0,0,0,0,0,0,1,1,0,1,0,28.99669647216797,0.20748008787631989
SO189-76MC ,2.8167,96.6135,G. bulloides,-3.15,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.43959617614746,3.5,96.5,77.10319661732244,0,0,0,0,0,0,0,1,1,0,1,0,28.99669647216797,0.20748008787631989
SO189-72MC ,2.8299,96.3852,G. bulloides,-3.03,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.43959617614746,3.5,96.5,75.6782045730822,0,0,0,0,0,0,0,1,1,0,1,0,28.99669647216797,0.20748008787631989
SO189-84MC ,2.9905,96.2202,G. bulloides,-3.21,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.43959617614746,3.5,96.5,64.682658059888,0,0,0,0,0,0,0,1,1,0,1,0,28.99669647216797,0.20748008787631989
SO189-87MC ,3.0112,96.2526,G. bulloides,-2.33,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.43959617614746,3.5,96.5,60.96530002648216,0,0,0,0,0,0,0,1,1,0,1,0,28.99669647216797,0.18183548748493195
SO189-104MC ,3.1952,96.7782,G. bulloides,-3.13,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.43959617614746,3.5,96.5,45.90271861369015,0,0,0,0,0,0,0,1,1,0,1,0,28.99669647216797,0.18183548748493195
SO189-121MC ,3.275,96.1538,G. bulloides,-3.16,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.43959617614746,3.5,96.5,45.906311952906115,0,0,0,0,0,0,0,1,1,0,1,0,28.99669647216797,0.18183548748493195
SO189-118MC ,3.5179,96.3145,G. bulloides,-3.16,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.43959617614746,3.5,96.5,20.707139574019795,0,0,0,0,0,0,0,1,1,0,1,0,28.99669647216797,0.18183548748493195
SO189-112MC,3.8745,96.0074,G. bulloides,-2.85,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.43959617614746,3.5,96.5,68.79300066966314,0,0,0,0,0,0,0,1,1,0,1,0,28.99669647216797,0.18183548748493195
SO189-60MC ,1.4495,98.0453,G. bulloides,-3.03,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.107460021972656,1.5,98.5,50.91139078932576,1,1,1,0,0,0,1,1,1,1,0,1,28.91326332092285,0.1655896008014679
T90 13B,43.99800000000001,-20.017,G. bulloides,0.7,Elderfield and Ganssen (2000),10.1038/35013033,NA,G. bulloides,15.965274810791016,43.5,-20.5,67.6886437573173,1,1,1,1,1,1,1,1,1,1,1,1,15.965274810791016,0.7130524516105652
SO189-59MC ,1.1549,98.0661,G. bulloides,-2.57,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.107460021972656,1.5,98.5,61.705470514617474,1,1,1,0,0,0,1,1,1,1,0,1,28.91326332092285,0.1655896008014679
SO189-48MC ,0.9538,98.1338,G. bulloides,-3.11,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.288766860961914,0.5,98.5,64.91097264427707,0,0,0,0,0,0,0,1,1,1,0,1,28.887447357177734,0.1655896008014679
SO189-32MC ,-1.6167,100.0002,G. bulloides,-3.17,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,28.978235244750977,-2.5,99.5,112.98046796044186,0,1,1,0,0,0,0,1,1,1,1,1,28.586669921875,0.11519204825162888
GeoB10033-3 ,-1.563333,99.952167,G. bulloides,-3.01,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,28.978235244750977,-2.5,99.5,115.7673915227978,0,1,1,0,0,0,0,1,1,1,1,1,28.586669921875,0.15493826568126678
GeoB10029-3 ,-1.495833,100.126333,G. bulloides,-3.28,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.55580711364746,-0.5,99.5,130.95066329781977,0,0,0,0,0,0,0,1,1,1,0,1,28.929325103759766,0.11519204825162888
SO189-34MC ,-1.4593,100.2252,G. bulloides,-3.04,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.55580711364746,-0.5,99.5,133.85919622672168,0,0,0,0,0,0,0,1,1,1,0,1,28.929325103759766,0.11519204825162888
SO189-31MC ,-1.2966,99.7197,G. bulloides,-3.05,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.55580711364746,-0.5,99.5,91.98622419855354,0,0,0,0,0,0,0,1,1,1,0,1,28.929325103759766,0.15493826568126678
GeoB10010-1 ,-1.178167,97.9815,G. bulloides,-2.95,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.053556442260742,-1.5,97.5,64.45856569887349,1,1,1,0,0,0,0,1,1,1,1,1,28.794862747192383,0.18872575461864471
GeoB10008-4 ,-0.954833,98.259833,G. bulloides,-3.25,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.263351440429688,-0.5,98.5,57.25565935775489,0,0,0,0,0,0,0,1,1,1,1,1,28.808238983154297,0.16478751599788666
GeoB10026-2 ,-0.9440000000000001,99.521333,G. bulloides,-3.05,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.55580711364746,-0.5,99.5,49.48273844143241,0,0,0,0,0,0,0,1,1,1,0,1,28.929325103759766,0.16478751599788666
SO189-35MC ,-0.874833,99.795333,G. bulloides,-3.2,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.55580711364746,-0.5,99.5,53.120183984955304,0,0,0,0,0,0,0,1,1,1,0,1,28.929325103759766,0.16478751599788666
GeoB10027-3 ,-0.808833,99.65299999999999,G. bulloides,-3.08,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.55580711364746,-0.5,99.5,38.36621903059085,0,0,0,0,0,0,0,1,1,1,0,1,28.929325103759766,0.16478751599788666
SO189-38MC ,-0.789667,99.90833,G. bulloides,-3.14,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.55580711364746,-0.5,99.5,55.7284196614782,0,0,0,0,0,0,0,1,1,1,0,1,28.929325103759766,0.16478751599788666
GeoB10024-3 ,-0.768167,99.268167,G. bulloides,-3.17,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.55580711364746,-0.5,99.5,39.46005074891411,0,0,0,0,0,0,0,1,1,1,0,1,28.929325103759766,0.16478751599788666
GeoB10028-4 ,-0.696667,99.76299999999999,G. bulloides,-3.19,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.55580711364746,-0.5,99.5,36.55603991271645,0,0,0,0,0,0,0,1,1,1,0,1,28.929325103759766,0.16478751599788666
SO189-147MC ,0.6863,98.0705,G. bulloides,-2.93,Mohtadi et al. (2011),10.1029/2011PA002132,NA,G. bulloides,29.288766860961914,0.5,98.5,52.113311996941555,0,0,0,0,0,0,0,1,1,1,0,1,28.887447357177734,0.1655896008014679
